id_text,text_name,version,l_no,text
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A4,
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A5,
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A6,sux:igi-ŋal₂[wise]AJ
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A7,sux:Hendursaŋa[1]DN sux:me[essence]N sux:mah[to-be-majestic]V sux:lu₂[person]N sux:al[desire]N sux:dug₄[to-say]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A8,sux:ur₃-bad₃[rooftop]N sux:na[advice]N sux:de₅[to-collect]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A9,sux:saŋ[head]N sux:šu[hand]N sux:du₃[to-erect]V sux:en[lord]N sux:uru₁₆[to-be-towering]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A10,sux:ešgiri₂[staff]N sux:šu[hand]N sux:du₈[to-spread]V sux:barag[dais]N
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A11,sux:unud[herdsman]N sux:uŋ₃[people]N sux:lu[to-be-abundant]V sux:igi[eye]N sux:il₂[to-raise]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A12,sux:niŋ₂-na[censer]N sux:de₅[to-collect]V sux:ŋi₆[night]N sux:en-nu-uŋ₃[guard]N sux:1/2[1/2]NU sux:sila[street]N sux:daŋal[to-be-wide]V sux:peš[to-be-thick]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A13,sux:kan₄[gate]N sux:ud[day(light)]N sux:e₃[to-go-out-or-in]V sux:ŋal₂[to-open]V sux:taka₄[to-leave-behind]V sux:ig[door]N sux:sila[street]N sux:gub[to-stand]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A14,sux:Hendursaŋa[1]DN sux:me[essence]N sux:mah[to-be-majestic]V sux:lu₂[person]N sux:al[desire]N sux:dug₄[to-say]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A15,sux:Nindara[1]DN sux:lugal[king]N sux:Niŋin[1]SN sux:ki[place]N sux:niŋ₂-daŋal[vastness]N sux:šid-du₃[accountant]N sux:za[you-(sg.)]PD
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A16,sux:Hendursaŋa[1]DN sux:ŋiškim[sign]N sux:mah[to-be-majestic]V sux:Nanše[1]DN sux:šu[hand]N sux:gub[to-stand]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A17,sux:in-nin[mistress]N sux:ama[mother]N sux:Nanše[1]DN sux:šag₄[heart]N sux:kuš₂[to-be-tired]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A18,sux:šibir[shepherd's-crook]N sux:ŋidru[sceptre]N sux:ŋiš-hur[design]N sux:ki[place]N sux:sikil[to-be-pure]V sux:mu₂[to-grow]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A19,sux:sila[street]N sux:sig₉[to-be-silent]V sux:il₂[to-raise]V sux:igi[eye]N
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A20,sux:kug[shining]AJ sux:kar[quay]N sux:si[horn]N sux:sa₂[to-equal]V sux:ma₂-gur₈[processional-boat]N sux:sikil[to-be-pure]V sux:dadag[to-be-bright]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A21,sux:in-nin[mistress]N sux:ama[mother]N sux:Nanše[1]DN sux:ma₂-gur₈[processional-boat]N sux:kug[shining]AJ sux:dirig[to-be-superior]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A22,sux:šag₄[heart]N sux:nar[musician]N sux:dug₃[to-be-good]V sux:nun[prince]N sux:du₁₂[to-perform-(music)]V
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A23,sux:gana₂[field]N sux:zid[right]AJ sux:ki[place]N sux:ŋar[to-place]V sux:gig[wheat]N sux:ziz₂[emmer]N sux:gu₂-gal-la[chickpea?]N
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A24,sux:ki[place]N sux:niŋ₂-gur₁₁[possessions]N sux:ŋar[to-place]V sux:dug₄[to-say]V sux:asal₂[poplar]N
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A25,sux:pap[older-brother]N sux:en[lord]N sux:ab[sea]N sux:kug[shining]AJ sux:dar[francolin?]N
c.4.06.1,A hymn to Hendursaŋa (Hendursaŋa A),,A26,sux:Nindara[1]DN sux:lugal[king]N sux:Lagaš[1]SN
