etcsl_no,text_name,version,l_no,text
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,1,sux:Ninisina[1]DN sux:dumu-saŋ[first-born-(child)]N sux:An[1]DN sux:kug[shining]AJ sux:saŋ[head]N sux:il₂[to-raise]V sux:nin[lady]N
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,2,sux:gal[to-be-big]V sux:en[lord]N sux:Nunamnir[1]DN sux:me[essence]N sux:E-kur[1]TN sux:šu[hand]N sux:du₇[to-be-perfect]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,3,sux:gi₄[to-return]V sux:ama[mother]N sux:gal[to-be-big]V sux:Ninlil[1]DN sux:inim[word]N sux:šag₄[heart]N sux:niŋ₂[thing]N sux:dug₄[to-say]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,4,sux:dam[spouse]N sux:ur-saŋ[hero]N sux:gal[to-be-big]V sux:en[lord]N sux:Pabilsaŋ[1]DN sux:šul[young-man]N sux:gaba-ri[equal]N sux:tuku[to-have]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,5,sux:simₓ-ma[sore]N sux:ki[place]N sux:ku₁₀-ku₁₀[to-be-dark]V sux:šag₄[heart]N sux:lu₂[person]N sux:zu[to-know]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,6,sux:kug[shining]AJ sux:Ninisina[1]DN sux:niŋ₂-la₂[binding]N sux:sed₄[to-be-cold]V sux:ki[place]N sux:gi₄[to-return]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,7,sux:ama[mother]N sux:kalam[the-Land]N sux:a-zu[healer]N sux:gal[to-be-big]V sux:saŋ[head]N sux:gig₂[to-be-black]V sux:šim-mu₂[type-of-priest]N sux:uŋ₃[people]N sux:lu[to-be-abundant]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,8,sux:nam-tar[destiny]N sux:IR.RU.UŠ[meaning-unknown]N sux:su[flesh]N sux:lu₂[person]N sux:ŋal₂[to-be-(located)]V sux:zig₃[to-rise]V sux:zu[to-know]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,9,sux:diŋir[deity]N sux:nin[lady]N sux:Egal-mah[1]TN sux:lu₂[person]N sux:silim[to-be-healthy]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,10,sux:lu₂[person]N sux:til₃[to-live]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,11,sux:zu[to-know]V sux:ŋiš[tree]N sux:tuku[to-have]V sux:nin[lady]N sux:dug₄[to-say]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,12,sux:Nanna-manšum[1]PN sux:dub-sar[scribe]N sux:dumu[child]N sux:Ilšu-muballiṭ[1]PN
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,13,sux:arad[slave]N sux:dug₄[to-say]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,14,sux:ud[day(light)]N sux:a₂[arm]N sux:e₃[to-go-out-or-in]V sux:ŋar[to-place]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,15,sux:šu-i[barber]N sux:lu₂[person]N sux:gu-za-la₂[throne-bearer]N sux:diŋir[deity]N sux:šum₂[to-give]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,16,sux:9-kam-ma[9th]NU sux:KA.TAR[meaning-unknown]N sux:za-ha-da[type-of-axe]N sux:saŋ[head]N sux:ŋar[to-place]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,17,sux:Nibru[1]SN sux:Isin[1]SN sux:gu₂[neck]N sux:ŋar[to-place]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,18,sux:te[to-approach]V sux:nam-til₃[life]N sux:šum₂[to-give]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,19,sux:niŋ₂-la₂[binding]N sux:keše₂[to-bind]V sux:šub[to-fall]V sux:dim₂[to-create]V
c.3.3.21,Letter from the scribe Nanna-manšum to the goddess Ninisina,,20,sux:tum₁₂[pigeon]N sux:niga[fattened]AJ sux:DU[DU]V sux:TI[TI]V
