id_text,text_name,version,l_no,text
c.4.07.3,A hymn to Inana (Inana C),,1,sux:in-nin[mistress]N sux:šag₄[heart]N sux:gur₄[to-be-thick]V sux:ereš[lady]N sux:u₃-na[aggression]N sux:giri₁₇-zal[joy]N sux:Anuna[1]DN
c.4.07.3,A hymn to Inana (Inana C),,2,sux:zag[side]N sux:dib[to-pass]V sux:kur[(mountain)-land]N sux:dumu[child]N sux:gal[to-be-big]V sux:Suen[1]DN sux:mah-di[illustrious]AJ sux:Nun-galene[1]DN
c.4.07.3,A hymn to Inana (Inana C),,3,sux:ereš[lady]N sux:nam-mah[majesty]N sux:me[essence]N sux:an[heaven]N sux:ki[place]N sux:ur₄[to-collect]V sux:An[1]DN sux:gal[to-be-big]V sux:zag[side]N sux:sa₂[to-equal]V
c.4.07.3,A hymn to Inana (Inana C),,4,sux:diŋir[deity]N sux:gal[to-be-big]V sux:a₂-ŋal₂[strong]AJ sux:e-ne[he;-she]PD sux:gi[verdict]N sux:til[to-complete]V
c.4.07.3,A hymn to Inana (Inana C),,5,sux:inim[word]N sux:mah[to-be-majestic]V sux:Anuna[1]DN sux:kušum₄[noun-part-of-multiword-verb]N sux:ki[place]N sux:tag[to-touch]V
c.4.07.3,A hymn to Inana (Inana C),,6,sux:in-di₃[way]N sux:An[1]DN sux:zu[to-know]V sux:a₂[arm]N sux:aŋ₂[to-measure]V sux:la₂[to-hang]V
c.4.07.3,A hymn to Inana (Inana C),,7,sux:niŋ₂[thing]N sux:ak[to-do]V sux:kur₂[to-be-different]V sux:ŋar[to-place]V sux:niŋ₂[thing]N sux:zu[to-know]V
c.4.07.3,A hymn to Inana (Inana C),,8,sux:me[essence]N sux:gal[to-be-big]V sux:šu[hand]N sux:du₇[to-be-perfect]V sux:šibir[shepherd's-crook]N sux:dab₅[to-seize]V sux:saŋ-kal[foremost]AJ sux:mah[to-be-majestic]V
c.4.07.3,A hymn to Inana (Inana C),,9,sux:diŋir[deity]N sux:kalam[the-Land]N sux:rab₃[shackle]N sux:gal[to-be-big]V sux:šu[hand]N sux:ri[to-direct]V
c.4.07.3,A hymn to Inana (Inana C),,10,sux:ni₂[fear(someness)]N sux:gal[to-be-big]V sux:hur-saŋ[mountain-(range)]N sux:gal[to-be-big]V sux:dul[to-cover-(together)]V sux:kaskal[(high)way]N sux:sig₉[to-put]V
c.4.07.3,A hymn to Inana (Inana C),,11,sux:za-pa-aŋ₂[noise]N sux:dugud[to-be-heavy]V sux:diŋir[deity]N sux:kalam[the-Land]N sux:ni₂[self]N sux:ur₄[to-be-convulsed]V
c.4.07.3,A hymn to Inana (Inana C),,12,sux:mur[growl]N sux:ša₄[verb-part-of-multiword-verb]V sux:Anuna[1]DN sux:gi[reed]N sux:dili[single]AJ sux:saŋ[head]N sux:sag₃[to-beat]V
c.4.07.3,A hymn to Inana (Inana C),,13,sux:dum-dam[rumbling-noise]N sux:za[to-make-noise]V sux:kilib₃[entirety]N sux:a₂-ur₂[recess]N sux:dab₅[to-seize]V
c.4.07.3,A hymn to Inana (Inana C),,14,sux:Inana[1]DN sux:e-ne[he;-she]PD sux:me[to-be]V sux:An[1]DN sux:gal[to-be-big]V sux:ka-aš[decision]N sux:bar[to-set-aside]V sux:Enlil[1]DN sux:nam[destiny]N sux:tar[to-cut]V
c.4.07.3,A hymn to Inana (Inana C),,15,sux:in-nin[mistress]N sux:saŋ[head]N sux:il₂[to-raise]V sux:kur[(mountain)-land]N sux:dirig[to-be-superior]V sux:a-ba[who]PD sux:saŋ[head]N sux:ŋar[to-place]V
c.4.07.3,A hymn to Inana (Inana C),,16,sux:ki[place]N sux:iri[town]N sux:du₆[(ruin)-mound]N sux:e₂[house(hold)]N sux:lil₂[ghost]N sux:uzug[type-of-shrine]N sux:e₂-ri-a[wasteland]N sux:ŋal₂[to-be-(located)]V
c.4.07.3,A hymn to Inana (Inana C),,17,sux:urgu₂[rage]N sux:dub₂[to-tremble]V sux:su[flesh]N sux:tab₂[to-burn]V sux:su-mu-ug[distress]N sux:u₁₈-lu[type-of-demon]N sux:lu₂[person]N sux:eš₂[rope]N sux:la₂[to-hang]V
