id_text,text_name,l_no,text
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 1,ana[to]PRP šarru[king]N bēlu[lord]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 2,ardu[slave]N Issar-šumu-ereš[1]PN
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 3,lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 4,Nabu[1]DN u[and]CNJ Marduk[1]DN
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 5,ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 6,ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 7,mā[saying]PRP ūla[or]AV ina[in]PRP birīt[between]PRP purīdu[leg]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 8,awīlu[man]N etēqu[proceed]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 9,ina[in]PRP muhhu[skull]N ša[that]REL šaplu[underside]N mugerru[chariot]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 10,aṣû[go-out]V ina[in]PRP muhhu[skull]N šū[he]IP
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 11,šarru[king]N bēlu[lord]N qabû[say]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 12,mā[saying]PRP purīdu[leg]N awīlu[man]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 13,purīdu[leg]N kīma[like]PRP birīt[between]PRP purīdu[leg]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 14,ša[of]DET awīlu[man]N aṣû[go-out]V šikkû[mongoose]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 15,šū[he]IP birīt[between]PRP
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],o 16,issurri[perhaps]AV
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 1,ana[to]PRP ittu[sign]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 2,kullu[hold]V šū[he]IP šikkû[mongoose]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 3,ištu[from]PRP šumēlu[left-side]N ana[to]PRP imittu[right-side]N etēqu[proceed]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 4,šaplu[underside]N mugerru[chariot]N aṣû[go-out]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 5,ša[of]DET purīdu[leg]N awīlu[man]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 6,ša[that]REL šarru[king]N bēlu[lord]N qabû[say]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 7,annû[this]DP pišru[release]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 8,šikkû[mongoose]N ina[in]PRP birīt[between]PRP
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 9,purīdu[leg]N awīlu[man]N etēqu[proceed]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 10,lū[may]MOD qātu[hand]N ilu[god]N lū[may]MOD qātu[hand]N šarru[king]N kašādu[reach]V
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 11,ahulap[(it-is)-enough!]J Nabayati[Nabataean]EN
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 12,qabû[say]V atā[why?]QP
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 13,lā[not]MOD šarru[king]N nakru[strange]AJ šunu[they]IP
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 14,šaplu[underside]N mugerru[chariot]N
saao/saa10/P334261,SAA 10 033. A Mongoose Under the King’s Chariot (ABL 0385) [from astrologers],r 15,ša[of]DET šarru[king]N bēlu[lord]N
