id_text,text_name,l_no,text
rinap/rinap1/Q003455,Tiglath-pileser III 42,1',ša[of]DET Hatarikka[1]SN adi[until]PRP Saue[1]GN
rinap/rinap1/Q003455,Tiglath-pileser III 42,2',Gubla[Gabala]SN Ṣimirra[1]SN Arqa[1]SN Zimarra[1]SN
rinap/rinap1/Q003455,Tiglath-pileser III 42,3',Usnu[1]SN Siannu[1]SN Maʾaraba[1]SN Reši-ṣuri[1]SN
rinap/rinap1/Q003455,Tiglath-pileser III 42,4',ālu[city]N bītu[house]N kāru[quay]N tiāmtu[sea]N elû[upper]AJ bêlu[rule-(over)]V šūt[who(m)]DET rēšu[head]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,5',bēlu[lord]N pīhātu[post]N eli[on]PRP šakānu[put]V Kašpuna[1]SN ša[that]REL ahu[arm]N tiāmtu[sea]N elû[upper]AJ
rinap/rinap1/Q003455,Tiglath-pileser III 42,6',Galʾadu[Gilead]SN u[and]CNJ Abil-šiṭṭi[1]SN ša[that]REL pāṭu[edge]N Bit-Humri[Israel]GN
rinap/rinap1/Q003455,Tiglath-pileser III 42,7',Bit-Hazaʾili[Aram]GN rapšu[wide]AJ ana[to]PRP sihirtu[circumference]N ana[to]PRP miṣru[border]N mātu[land]N Aššur[Assyria]GN târu[turn]V
rinap/rinap1/Q003455,Tiglath-pileser III 42,8',šūt[who(m)]DET rēšu[head]N bēlu[lord]N pīhātu[post]N eli[on]PRP šakānu[put]V Hanunu[king-of-Gaza]RN Hazzatayu[of-Gaza]EN
rinap/rinap1/Q003455,Tiglath-pileser III 42,9',ša[that]REL lapāni[in-front-of]PRP kakku[stick]N naparšudu[flee]V ana[to]PRP Muṣur[Egypt]GN abātu[run-away]V Hazzat[Gaza]SN
rinap/rinap1/Q003455,Tiglath-pileser III 42,10',ālu[city]N šarrūtu[kingship]N kašādu[reach]V būšu[goods]N ilu[god]N šalālu[carry-off]V ṣalmu[effigy]N ilu[god]N bēlu[lord]N u[and]CNJ ṣalmu[effigy]N šarrūtu[kingship]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,11',ša[of]DET hurāṣu[gold]N epēšu[do]V ina[in]PRP qerbu[centre]N ēkallu[palace]N ša[of]DET Hazzat[Gaza]SN izuzzu[stand]V ana[to]PRP ilu[god]N mātu[land]N manû[count]V
rinap/rinap1/Q003455,Tiglath-pileser III 42,12',sattukku[regular-delivery]N kânu[be(come)-permanent]V u[and]CNJ šū[he]IP namurratu[awe-inspiring-radiance]N Aššur[1]DN bēlu[lord]N sahāpu[envelop]V kīma[like]PRP iṣṣūru[bird]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,13',ištu[from]PRP Muṣur[Egypt]GN naprušu[fly]V ana[to]PRP ašru[place]N târu[turn]V
rinap/rinap1/Q003455,Tiglath-pileser III 42,14',ana[to]PRP bītu[house]N kāru[quay]N ša[of]DET mātu[land]N Aššur[Assyria]GN manû[count]V hurāṣu[gold]N kaspu[silver]N lubuštu[clothing]N birmu[multicoloured-cloth]N kitû[flax]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,15',sisû[horse]N rabû[great]AJ mahāru[face]V Bit-Humri[Israel]GN
rinap/rinap1/Q003455,Tiglath-pileser III 42,16',tillūtu[(military)-assistance]N ṣābu[people]N puhru[assembly]N nišu[people]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,17',ana[to]PRP mātu[land]N Aššur[Assyria]GN warû[lead]V Paqaha[Peqah;-king-of-Israel]RN šarru[king]N Aweaʾ[Hoshea;-king-of-Israel]RN
rinap/rinap1/Q003455,Tiglath-pileser III 42,18',ana[to]PRP šarrūtu[kingship]N ina[in]PRP muhhu[skull]N šakānu[put]V biltu[load]N hurāṣu[gold]N biltu[load]N kaspu[silver]N adi[until]PRP maršītu[property]N mahāru[face]V
rinap/rinap1/Q003455,Tiglath-pileser III 42,19',ana[to]PRP mātu[land]N Aššur[Assyria]GN warû[lead]V ša[of]DET Samsi[queen-of-the-Arabs]RN šarratu[queen]N Aribi[Arabia]GN ina[in]PRP Saqurri[1]GN šadû[mountain]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,20',līm[thousand]NU meʾatu[(one)-hundred]NU dīktu[fighting]N dâku[kill]V līm[thousand]NU nišu[people]N līm[thousand]NU ibilu[camel]N līm[thousand]NU alpu[ox]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,21',līm[thousand]NU rīqu[aromatic-substance]N kalāma[all-(of-it)]N nēmettu[levy]N ilu[god]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,22',tillu[(military)-equipment]N haṭṭu[stick]N ištaru[goddess]N makkūru[property]N ekēmu[take-away]V u[and]CNJ šī[she]IP ana[to]PRP ezēbu[leave]V napištu[throat]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,23',ana[to]PRP madbaru[steppe]N ašru[place]N ṣumāmu[thirst]N kīma[like]PRP serremtu[female-onager]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,24',šakānu[put]V pānu[front]N šittu[remnant]N makkūru[property]N kuštāru[tent]N hurādu[soldier]N nišu[people]N ina[in]PRP qablu[hips]N karāšu[military-camp]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,25',ina[in]PRP išātu[fire]N šarāpu[burn]V Samsi[queen-of-the-Arabs]RN lapāni[in-front-of]PRP kakku[stick]N dannu[strong]AJ šahātu[be(come)-afraid]V ibilu[camel]N anāqāte[she-camels]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,26',adi[until]PRP bakru[foal]N ana[to]PRP mātu[land]N Aššur[Assyria]GN adi[until]PRP mahru[front]N našû[lift]V qīpu[believable-one]N ina[in]PRP muhhu[skull]N šakānu[put]V
rinap/rinap1/Q003455,Tiglath-pileser III 42,27',līm[thousand]NU ṣābu[people]N Masʾayu[of-Masʾa]EN Temayu[of-Tema]EN Sabayu[of-Saba]EN
rinap/rinap1/Q003455,Tiglath-pileser III 42,28',Hayappayu[of-Hayappa]EN Badanayu[of-Badanu]EN Hatteyu[of-Hatte]EN Idibaʾilu[1]EN
rinap/rinap1/Q003455,Tiglath-pileser III 42,29',ša[that]REL miṣru[border]N mātu[land]N ša[of]DET šulmu[completeness]N šamšu[sun]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,30',ša[that]REL mamman[somebody]XP lā[not]MOD edû[know]V ašru[place]N rūqu[distant]AJ tanittu[praise]N bēlūtu[rule]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,31',alkakātu[ways-of-life]N qurdu[warriorhood]N šemû[hear]V ṣullû[beseech]V bēlūtu[rule]N hurāṣu[gold]N kaspu[silver]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,32',ibilu[camel]N anāqāte[she-camels]N rīqu[aromatic-substance]N kalāma[all-(of-it)]N maddattu[payment]N kī[like]PRP ištēn[one]NU
rinap/rinap1/Q003455,Tiglath-pileser III 42,33',adi[until]PRP mahru[front]N wabālu[carry]V našāqu[kiss]V šēpu[foot]N
rinap/rinap1/Q003455,Tiglath-pileser III 42,34',Idibiʾilu[Arab-leader]RN ana[to]PRP atûtu[function-of-doorkeeper]N ina[in]PRP muhhu[skull]N Muṣur[Egypt]GN paqādu[entrust]V
rinap/rinap1/Q003455,Tiglath-pileser III 42,35',kakku[stick]N Aššur[1]DN ina[in]PRP libbu[interior]N šakānu[put]V
rinap/rinap1/Q003455,Tiglath-pileser III 42,36',epēšu[do]V
rinap/rinap1/Q003455,Tiglath-pileser III 42,37',nīru[yoke]N Aššur[1]DN bēlu[lord]N
