id_text,text_name,l_no,text
dcclt/Q000040,OB Nippur Ura 02,1,sux:gašam[reed]N
dcclt/Q000040,OB Nippur Ura 02,2,sux:gišulhi[reed]N
dcclt/Q000040,OB Nippur Ura 02,3,sux:gizi[reed]N
dcclt/Q000040,OB Nippur Ura 02,4,sux:GI.NE[reed]N
dcclt/Q000040,OB Nippur Ura 02,5,sux:gi[reed]N
dcclt/Q000040,OB Nippur Ura 02,6,sux:giʾizila[torch]N
dcclt/Q000040,OB Nippur Ura 02,7,sux:gisal[screen]N
dcclt/Q000040,OB Nippur Ura 02,8,sux:gisal[screen]N
dcclt/Q000040,OB Nippur Ura 02,9,sux:ig[door]N
dcclt/Q000040,OB Nippur Ura 02,10,sux:ig[door]N
dcclt/Q000040,OB Nippur Ura 02,11,sux:ig[door]N sux:sah[mat]N
dcclt/Q000040,OB Nippur Ura 02,11a,sux:ig[door]N
dcclt/Q000040,OB Nippur Ura 02,12,sux:kid[mat]N
dcclt/Q000040,OB Nippur Ura 02,13,sux:muru[mat]N
dcclt/Q000040,OB Nippur Ura 02,14,sux:kidmašua[mat]N
dcclt/Q000040,OB Nippur Ura 02,15,sux:kid[mat]N sux:ma[ship]N sux:šag[heart]N
dcclt/Q000040,OB Nippur Ura 02,16,sux:kid[mat]N sux:ma[ship]N sux:šag[heart]N
dcclt/Q000040,OB Nippur Ura 02,17,sux:kid[mat]N sux:si[horn]N sux:ma[ship]N
dcclt/Q000040,OB Nippur Ura 02,18,sux:kid[mat]N
dcclt/Q000040,OB Nippur Ura 02,19,sux:kid[mat]N
dcclt/Q000040,OB Nippur Ura 02,20,sux:kid[mat]N sux:ašrinna[object]N
dcclt/Q000040,OB Nippur Ura 02,21,sux:kid[mat]N sux:andul[shade]N
dcclt/Q000040,OB Nippur Ura 02,22,sux:kid[mat]N sux:antadul[cloak]N
dcclt/Q000040,OB Nippur Ura 02,23,sux:kid[mat]N sux:titab[~beer]N
dcclt/Q000040,OB Nippur Ura 02,24,sux:kid[mat]N sux:kuš[skin]N
dcclt/Q000040,OB Nippur Ura 02,25,sux:kid[mat]N sux:kaš[beer]N
dcclt/Q000040,OB Nippur Ura 02,26,sux:kid[mat]N sux:dida[wort]N
dcclt/Q000040,OB Nippur Ura 02,27,sux:gigur[container]N
dcclt/Q000040,OB Nippur Ura 02,28,sux:gigurda[basket]N
dcclt/Q000040,OB Nippur Ura 02,29,sux:gigurda[basket]N
dcclt/Q000040,OB Nippur Ura 02,30,sux:gigur[container]N sux:ur[roof]N
dcclt/Q000040,OB Nippur Ura 02,31,sux:gigur[container]N sux:sahar[dust]N
dcclt/Q000040,OB Nippur Ura 02,32,sux:gigur[container]N sux:nisig[greenery]N
dcclt/Q000040,OB Nippur Ura 02,33,sux:gigur[container]N sux:šagha[cloth]N
dcclt/Q000040,OB Nippur Ura 02,34,sux:gigur[container]N sux:šag[heart]N
dcclt/Q000040,OB Nippur Ura 02,35,sux:gigur[container]N
dcclt/Q000040,OB Nippur Ura 02,36,sux:gi.gur.DU[basket]N
dcclt/Q000040,OB Nippur Ura 02,37,sux:gigur[container]N sux:utul[tureen]N
dcclt/Q000040,OB Nippur Ura 02,38,sux:gigur[container]N sux:su[fibers]N
dcclt/Q000040,OB Nippur Ura 02,39,sux:gigur[container]N
dcclt/Q000040,OB Nippur Ura 02,40,sux:gigur[container]N sux:zid[flour]N
dcclt/Q000040,OB Nippur Ura 02,41,sux:gigur[container]N sux:a[water]N
dcclt/Q000040,OB Nippur Ura 02,42,sux:gigur[container]N sux:IGI.ESIR₂[~bitumen]N
dcclt/Q000040,OB Nippur Ura 02,43,sux:gigur[container]N sux:šuniŋin[total]N
dcclt/Q000040,OB Nippur Ura 02,44,sux:gigur[container]N
dcclt/Q000040,OB Nippur Ura 02,45,sux:gigur[container]N sux:bisaŋ[basket]N
dcclt/Q000040,OB Nippur Ura 02,46,sux:bisaŋ[basket]N
dcclt/Q000040,OB Nippur Ura 02,47,sux:bisaŋ[basket]N sux:šu[hand]N
