id_text,text_name,l_no,text
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 1,ana[to]PRP šarru[king]N bēlu[lord]N
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 2,ardu[slave]N ṭupšarru[scribe]N
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 3,ša[of]DET Kilizi[1]GN
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 4,lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 5,bēlu[lord]N
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 6,Nabu[1]DN Marduk[1]DN
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 7,ana[to]PRP šarru[king]N karābu[pray]V
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 8,maṣṣartu[observation]N ša[of]DET Sin[1]DN
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 9,naṣāru[guard]V
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],o 10,ūmu[day]N Sin[1]DN u[and]CNJ Šamaš[1]DN
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],b.e. 11,ahāmiš[one-another]PRP
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],b.e. 12,amāru[see]V
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],b.e. 13,šulmu[completeness]N
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],r 1,Nabu[1]DN u[and]CNJ Marduk[1]DN
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],r 2,ana[to]PRP šarru[king]N karābu[pray]V
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],r 3,ištu[from]PRP pānu[front]N ilku[state-service]N
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],r 4,tupšikku[brick-carrying-frame]N maṣṣartu[observation]N
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],r 5,ša[of]DET šarru[king]N lā[not]MOD naṣāru[guard]V
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],r 6,didabû[scribal-apprentice]N
saao/saa10/P334224,SAA 10 143. We can either Teach Astronomy or do Corvee Work (ABL 0346) [from astrologers],r 7,ṭupšarrūtu[scribal-art]N
