id_text,text_name,l_no,text
rinap/rinap4/Q003334,Esarhaddon 105,i 1,Aššur-ahu-iddina[Esarhaddon;-king-of-Assyria]RN
rinap/rinap4/Q003334,Esarhaddon 105,i 2,šarru[king]N rabû[great]AJ
rinap/rinap4/Q003334,Esarhaddon 105,i 3,šarru[king]N kiššatu[totality]N
rinap/rinap4/Q003334,Esarhaddon 105,i 4,šarru[king]N mātu[land]N Aššur[Assyria]GN šakkanakku[(military)-governor]N
rinap/rinap4/Q003334,Esarhaddon 105,i 5,Babili[Babylon]SN
rinap/rinap4/Q003334,Esarhaddon 105,i 6,šarru[king]N mātu[land]N Šumeru[Sumer]GN u[and]CNJ Akkad[1]GN
rinap/rinap4/Q003334,Esarhaddon 105,i 7,rēʾû[shepherd]N kīnu[permanent]AJ migru[consent]N bēlu[lord]N bēlu[lord]N
rinap/rinap4/Q003334,Esarhaddon 105,i 8,rubû[ruler]N naʾdu[attentive]AJ narāmu[loved-one]N
rinap/rinap4/Q003334,Esarhaddon 105,i 9,Zarpanitu[1]DN
rinap/rinap4/Q003334,Esarhaddon 105,i 10,šarratu[queen]N iltu[goddess]N kalû[totality]N gimru[totality]N
rinap/rinap4/Q003334,Esarhaddon 105,i 11,šarru[king]N šahtu[reverent]AJ
rinap/rinap4/Q003334,Esarhaddon 105,i 12,ša[that]REL ištu[from]PRP ūmu[day]N
rinap/rinap4/Q003334,Esarhaddon 105,i 13,ṣehru[(time-of)-youth]N
rinap/rinap4/Q003334,Esarhaddon 105,i 14,bēlūtu[rule]N
rinap/rinap4/Q003334,Esarhaddon 105,i 15,putuqqu[constantly-attentive]AJ
rinap/rinap4/Q003334,Esarhaddon 105,i 16,qurdu[warriorhood]N dallu[praised]AJ
rinap/rinap4/Q003334,Esarhaddon 105,i 17,rēšu[head]N mutnennû[who-prays-much]N
rinap/rinap4/Q003334,Esarhaddon 105,i 18,wašru[submissive]AJ kanšu[submissive]AJ
rinap/rinap4/Q003334,Esarhaddon 105,i 19,pālihu[one-who-reveres]N ilūtu[godhead]N rabû[great]AJ
rinap/rinap4/Q003334,Esarhaddon 105,i 20,inūšu[at-that-time]AV ina[in]PRP palû[reign-(of-a-king)]N šarru[king]N mahrû[first]AJ
rinap/rinap4/Q003334,Esarhaddon 105,i 21,ina[in]PRP mātu[land]N Šumeru[Sumer]GN u[and]CNJ Akkad[1]GN
rinap/rinap4/Q003334,Esarhaddon 105,i 22,bašû[be]V ittu[peculiarity]N lemnu[bad]AJ
rinap/rinap4/Q003334,Esarhaddon 105,i 23,nišu[people]N wāšibu[sitting]AJ libbu[interior]N
rinap/rinap4/Q003334,Esarhaddon 105,i 24,anna[yes]J ulla[no!]J ahāmiš[one-another]RP
rinap/rinap4/Q003334,Esarhaddon 105,i 25,apālu[pay]V dabābu[speak]V
rinap/rinap4/Q003334,Esarhaddon 105,i 26,surrātu[lies]N
rinap/rinap4/Q003334,Esarhaddon 105,i 27,ilu[god]N abāku[lead-away]V
rinap/rinap4/Q003334,Esarhaddon 105,i 28,mêšu[disregard]V ištaru[goddess]N
rinap/rinap4/Q003334,Esarhaddon 105,i 29,parṣu[rite]N ezēbu[leave]V
rinap/rinap4/Q003334,Esarhaddon 105,i 30,šanû[(an)other-one]N rakābu[ride]V
rinap/rinap4/Q003334,Esarhaddon 105,i 31,ana[to]PRP makkūru[property]N Esagil[1]TN
rinap/rinap4/Q003334,Esarhaddon 105,i 32,ēkallu[palace]N ilu[god]N ašru[place]N
rinap/rinap4/Q003334,Esarhaddon 105,i 33,lā[not]MOD wâru[go-(up-to)]V qātu[hand]N
rinap/rinap4/Q003334,Esarhaddon 105,i 34,wabālu[carry]V hurāṣu[gold]N kaspu[silver]N
rinap/rinap4/Q003334,Esarhaddon 105,i 35,nisiqtu[selection]N abnu[stone]N ana[to]PRP
rinap/rinap4/Q003334,Esarhaddon 105,i 36,Elamtu[Elam]GN pašāru[loosen]V
rinap/rinap4/Q003334,Esarhaddon 105,i 37,mahīriš[at-the-market]AV agāgu[be(come)-furious]V
rinap/rinap4/Q003334,Esarhaddon 105,i 38,Enlil[1]DN ilu[god]N Marduk[1]DN
rinap/rinap4/Q003334,Esarhaddon 105,i 39,ana[to]PRP sapānu[flatten]V mātu[land]N halāqu[be(come)-lost]V
rinap/rinap4/Q003334,Esarhaddon 105,i 40,nišu[people]N kapādu[plan]V
rinap/rinap4/Q003334,Esarhaddon 105,i 41,lemuttu[evil]N Arahtu[1]WN
rinap/rinap4/Q003334,Esarhaddon 105,ii 1,nāru[river]N hengallu[plenty]N agû[wave]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 2,ezzu[furious]AJ edû[flood]N šamru[furious]AJ
rinap/rinap4/Q003334,Esarhaddon 105,ii 3,mīlu[high-water]N gapšu[arisen]AJ tamšīlu[likeness]N abūbu[flood]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 4,babālu[carry]V ālu[city]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 5,ešertu[chapel]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 6,mû[water]N bâʾu[go-along]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 7,ewû[become]V karmiš[into-a-ruin]AV
rinap/rinap4/Q003334,Esarhaddon 105,ii 8,ilu[god]N u[and]CNJ ištaru[goddess]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 9,wāšibu[sitting]AJ qerbu[centre]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 10,iṣṣūriš[like-a-bird]AV naprušu[fly]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 11,elû[go-up]V šamāmiš[to-heaven]AV
rinap/rinap4/Q003334,Esarhaddon 105,ii 12,nišu[people]N wāšibu[sitting]AJ libbu[interior]N ašru[place]N šanû[(an)other]AJ
rinap/rinap4/Q003334,Esarhaddon 105,ii 13,narāqu[hide]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 14,ina[in]PRP erṣetu[earth]N lā[not]MOD edû[known]AJ
rinap/rinap4/Q003334,Esarhaddon 105,ii 15,ahāzu[take]V marqītu[refuge]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 16,šattu[year]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 17,minûtu[count(ing)]N nidûtu[abandonment]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 18,šaṭāru[write]V rēmēnû[merciful]AJ
rinap/rinap4/Q003334,Esarhaddon 105,ii 19,Marduk[1]DN surriš[quickly]AV libbu[interior]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 20,nâhu[rest]V eliš[above]AV ana[to]PRP šapliš[below]AV nabalkutu[cross-over]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 21,ana[to]PRP šattu[year]N wašābu[sit-(down)]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 22,qabû[say]V yâti[me]IP
rinap/rinap4/Q003334,Esarhaddon 105,ii 23,Aššur-ahu-iddina[Esarhaddon;-king-of-Assyria]RN
rinap/rinap4/Q003334,Esarhaddon 105,ii 24,šarru[king]N mātu[land]N Aššur[Assyria]GN
rinap/rinap4/Q003334,Esarhaddon 105,ii 25,aššu[because-(of)]PRP epištu[deed]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 26,šināti[them]IP ana[to]PRP ašru[place]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 27,târu[turn]V ina[in]PRP puhru[assembly]N ahu[brother]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 28,rabû[great]AJ kīniš[reliably]AV watû[find]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 29,ṣulūlu[roof]N ṭābu[good]AJ
rinap/rinap4/Q003334,Esarhaddon 105,ii 30,šakānu[put]V eli[on]PRP
rinap/rinap4/Q003334,Esarhaddon 105,ii 31,kullatu[totality]N zāʾeru[enemy]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 32,abūbāniš[like-a-flood]AV sapānu[flatten]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 33,gimru[totality]N zāwiānu[enemy]N
rinap/rinap4/Q003334,Esarhaddon 105,ii 34,nêru[strike]V kašādu[reach]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 35,nizmatu[desire]N ana[to]PRP nâhu[rest]V
rinap/rinap4/Q003334,Esarhaddon 105,ii 36,libbu[interior]N ilūtu[godhead]N rabû[great]AJ
rinap/rinap4/Q003334,Esarhaddon 105,ii 37,pašāhu[be(come)-at-rest]V kabattu[liver]N
