id_text,text_name,l_no,text
rinap/rinap4/Q003374,Esarhaddon 1002,i' 1,uhummiš[like-a-cliff]AV rašādu[found]V
rinap/rinap4/Q003374,Esarhaddon 1002,i' 2,ana[to]PRP ūmu[day]N ṣiātu[distant-time]N
rinap/rinap4/Q003374,Esarhaddon 1002,i' 3,siparru[bronze]N šapku[heaped-up]AJ
rinap/rinap4/Q003374,Esarhaddon 1002,i' 4,bušlu[ripening]N hiāṭu[supervise]V
rinap/rinap4/Q003374,Esarhaddon 1002,i' 5,ṣubbû[observe]V
rinap/rinap4/Q003374,Esarhaddon 1002,i' 6,ištu[from]PRP uššu[foundation]N adi[until]PRP gabadibbu[parapet]N
rinap/rinap4/Q003374,Esarhaddon 1002,i' 7,epēšu[do]V gimru[totality]N pasqu[coping-(of-a-wall)]N
rinap/rinap4/Q003374,Esarhaddon 1002,i' 8,ša[of]DET mahra[in-front]AV
rinap/rinap4/Q003374,Esarhaddon 1002,i' 9,Kute[Cutha]SN
rinap/rinap4/Q003374,Esarhaddon 1002,ii' 1,Ea[1]DN u[and]CNJ Asalluhi[1]DN ina[in]PRP nēmequ[wisdom]N ṣīru[exalted]AJ
rinap/rinap4/Q003374,Esarhaddon 1002,ii' 2,mīsu[washing]N pû[mouth]N pītu[break]N pû[mouth]N
rinap/rinap4/Q003374,Esarhaddon 1002,ii' 3,pû[mouth]N petû[open]V
rinap/rinap4/Q003374,Esarhaddon 1002,ii' 4,ina[in]PRP watmanu[cella]N ṣīru[exalted]AJ ramû[set-in-place]V
rinap/rinap4/Q003374,Esarhaddon 1002,ii' 5,kigallu[socle]N ellu[pure]AJ ša[of]DET dūru[permanence]N ūmu[day]N
rinap/rinap4/Q003374,Esarhaddon 1002,ii' 6,mušaddilu[one-who-expands-something]N māhāzu[shrine]N
rinap/rinap4/Q003374,Esarhaddon 1002,ii' 7,murappišu[one-who-makes-wide]N ēkurru[temple]N ilu[god]N rabû[great]AJ
rinap/rinap4/Q003374,Esarhaddon 1002,ii' 8,ša[that]REL ištu[from]PRP ulla[distant-time]AV
rinap/rinap4/Q003374,Esarhaddon 1002,iii' 1,ina[in]PRP epištu[deed]N damqu[good]AJ
rinap/rinap4/Q003374,Esarhaddon 1002,iii' 2,Marduk[1]DN bēlu[lord]N rabû[great]AJ bēlu[lord]N
rinap/rinap4/Q003374,Esarhaddon 1002,iii' 3,išdu[foundation]N kussû[chair]N šarrūtu[kingship]N
