id_text,text_name,l_no,text
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 1',ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 2',lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 3',ina[in]PRP muhhu[skull]N nišu[people]N annû[this]DP ardu[slave]N ša[of]DET šarru[king]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 4',ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 5',ištēn[one]NU ina[in]PRP libbu[interior]N ardu[slave]N laššu[(there)-is-not]V ana[to]PRP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 6',nišu[people]N annû[this]DP ša[that]REL alāku[go]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 7',šarru[king]N bēlu[lord]N šâlu[ask]V awīlu[man]N ištēn[one]NU ina[in]PRP libbu[interior]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 8',ikkaru[farmer]N laššu[(there)-is-not]V nišu[people]N bēlu[lord]N ṣāltu[combat]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 9',u[and]CNJ bēlu[lord]N hubullu[debt]N mammanu-[whosoever]XP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 10',ša[of]DET Gargamisaya[from-Carchemish]EN šunu[they]IP ṭēmu[(fore)thought]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 11',šaṭāru[write]V ina[in]PRP ēkallu[palace]N šemû[hear]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 12',ūma[today]AV nišu[people]N ilku[state-service]N šarru[king]N bēlu[lord]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 13',palāhu[fear]V dabābu[speak]V mā[saying]PRP atā[why?]QP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 14',arhu[month]N ana[to]PRP arhu[month]N kašādu[reach]V ištēn[one]NU ana[to]PRP ištēn[one]NU
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 15',halāqu[be(come)-lost]V ina[in]PRP nagû[region]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 16',ša[of]DET Arpadda[Arpad]GN ana[to]PRP ahullâ[on-the-other-bank]AV nāru[river]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 17',ašābu[sit-(down)]V ištu[from]PRP maṣû[correspond]V šarru[king]N bēlu[lord]N mātu[land]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 18',annû[this]DP buʾʾû[look-for]V ardu[slave]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 19',ša[of]DET māru[son]N Duri-Adad[1]PN ša[of]DET māru[son]N Adad-abuʾa[1]PN
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 20',ša[of]DET māru[son]N Ubru-Libbali[1]PN ša[that]REL ina[in]PRP muhhu[skull]N alāku[go]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 21',ūma[today]AV annaka[here]AV šunu[they]IP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 22',memēni[somebody]XP tadānu[give]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),o 23',issurri[perhaps]AV šarru[king]N bēlu[lord]N qabû[say]V mā[saying]PRP mīnu[what?]QP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 2,sisû[horse]N kūdanu[mule]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 3,wabālu[bring]V lā[not]MOD šalmu[intact]AJ
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 4,ina[in]PRP ēkallu[palace]N wabālu[bring]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 5,sisû[horse]N kūdanu[mule]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 6,ašāru[muster]V lā[not]MOD mahāru[face]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 7,ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP kē[how?]QP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 8,ana[to]PRP tidintu[gift]N akī[as]PRP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 9,napšu[life]N atta[you]IP dumqu[goodness]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 10,ina[in]PRP pānu[front]N šarru[king]N bēlu[lord]N šakānu[put]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 11,lā[not]MOD damqu[good]AJ memēni[somebody]XP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 12,annû[this]DP qinītu[acquisition]N ša[that]REL ištu[from]PRP libbu[interior]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 13,ammiu[that]DP ša[that]REL ištu[from]PRP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 14,anāku[I]IP ištu[from]PRP ayyaka[where?]QP memēni[somebody]XP
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 15,ša[of]DET sisû[horse]N rabû[big-one]N ālu[city]N
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 16,ša[of]DET Til-Barsipaya[from-Til-Barsip]EN qabû[say]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 17,mā[saying]PRP šumma[if]MOD sisû[horse]N mahāru[face]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 18,kūdanu[mule]N mahāru[face]V
saao/saa01/P334830,SAA 01 183. Carchemish Under Assyrian Yoke (ABL 1287),r 19,lā[not]MOD mahāru[face]V
