id_text,text_name,l_no,text
rinap/rinap5/Q003702,Ashurbanipal 003,i 1,anāku[I]IP Aššur-bani-apli[Ashurbanipal;-king-of-Assyria]RN šarru[king]N rabû[great]AJ šarru[king]N dannu[strong]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,i 2,šarru[king]N kiššatu[totality]N šarru[king]N mātu[land]N Aššur[Assyria]GN šarru[king]N kibru[bank]N erbe[four]NU
rinap/rinap5/Q003702,Ashurbanipal 003,i 3,ṣītu[exit]N libbu[interior]N Aššur-ahu-iddina[Esarhaddon;-king-of-Assyria]RN šarru[king]N mātu[land]N Aššur[Assyria]GN
rinap/rinap5/Q003702,Ashurbanipal 003,i 4,šakkanakku[(military)-governor]N Babili[Babylon]SN šarru[king]N mātu[land]N Šumeru[Sumer]GN u[and]CNJ Akkad[1]GN
rinap/rinap5/Q003702,Ashurbanipal 003,i 5,līpu[descendant]N Sin-ahhe-eriba[Sennacherib;-king-of-Assyria]RN šarru[king]N kiššatu[totality]N šarru[king]N mātu[land]N Aššur[Assyria]GN
rinap/rinap5/Q003702,Ashurbanipal 003,i 6,ilu[god]N rabû[great]AJ ina[in]PRP puhru[assembly]N šīmtu[what-is-fixed]N damqu[good]AJ šiāmu[fix]V šīmtu[what-is-fixed]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 7,uznu[ear]N rapšu[wide]AJ šarāku[present]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 8,kullatu[totality]N ṭupšarrūtu[status-or-employment-of-scribe]N ahāzu[take]V karšu[stomach]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 9,ina[in]PRP puhru[assembly]N lulīmu[red-deer]N zikru[utterance]N šumu[name]N šarāhu[take-pride-in]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 10,rabû[be(come)-big]V šarrūtu[kingship]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 11,dunnu[power]N zikrūtu[manliness]N emūqu[strength]N ṣīru[exalted]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,i 12,šutlumu[grant]V mātu[land]N lā[not]MOD māgiru[submissive-one]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 13,ina[in]PRP qātu[hand]N manû[count]V maṣû[correspond-with]V mala[as-much-as]PRP libbu[interior]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 14,šangûtu[priesthood]N hašāhu[need]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 15,nadānu[give]V zību[food-offering]N ṭiābu[be(come)-good]V eli[on]PRP ilūtu[godhead]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 16,ešertu[chapel]N ilu[god]N rabû[great]AJ bēlu[lord]N šuklulu[complete]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 17,labāšu[clothe-oneself]V hurāṣu[gold]N kaspu[silver]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 18,lahmu[hairy]N anzû[lion-headed-eagle]N timmu[pole]N ṣīru[exalted]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,i 19,ina[in]PRP bābu[gate]N izuzzu[stand]V Ešarra[1]TN
rinap/rinap5/Q003702,Ashurbanipal 003,i 20,Emašmaš[1]TN Egašankalama[1]TN Ehulhul[1]TN
rinap/rinap5/Q003702,Ashurbanipal 003,i 21,kīma[like]PRP šiṭru[(piece-of)-writing]N šamāmū[heavens]N banû[be(come)-good]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 22,mimma[anything]XP simtu[appropriate-symbol]N ēkurru[temple]N ša[of]DET hurāṣu[gold]N kaspu[silver]N epēšu[do]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 23,eli[on]PRP ša[of]DET šarru[king]N abu[father]N redû[accompany]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 24,sattukku[regular-delivery]N ginû[regular-contribution-(to-temple)]N eli[on]PRP ša[of]DET ūmu[day]N ullû[that]DP
rinap/rinap5/Q003702,Ashurbanipal 003,i 25,watāru[be(come)-outsize]V kânu[be(come)-permanent]V ešertu[chapel]N ilu[god]N šeʾû[seek-(out)]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 26,alāku[go]V alkakātu[ways-of-life]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 27,Adad[1]DN zunnu[rain]N wašāru[sink-down]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 28,Ea[1]DN paṭāru[untie]V nagbu[underground-water]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 29,ammatu[unit]N û[grain]N šaqû[be(come)-high]V ina[in]PRP absinnu[furrow]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 30,arāku[be(come)-long]V šubultu[ear]N ammatu[unit]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 31,ešēru[go-well]V ebūru[harvest]N napāšu[breathe]V Nisaba[1]DN kayyānu[constant]AJ hanābu[sprout]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 32,gipāru[residence-of-en(t)u-in-temple]N ṣippatu[fruit-orchard]N šummuhu[very-luxuriant]AJ inbu[fruit]N būlu[animals]N ešēru[go-well]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 33,ina[in]PRP tālittu[offspring]N ina[in]PRP palû[reign-(of-a-king)]N nuhšu[abundance]N ṭuhdu[abundance]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 34,ina[in]PRP šattu[year]N kummuru[piled-up]AJ hengallu[plenty]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 35,imēru[unit]N û[grain]N imēru[unit]N karānu[vine]N šamnu[oil]N biltu[load]N šīpātu[wool]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 36,ina[in]PRP napharu[total]N mātu[land]N mahīru[exchange-rate]N napšu[wide]AJ šâmu[buy]V ina[in]PRP šiqlu[shekel]N kaspu[silver]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 37,šattišamma[year-by-year]AV ina[in]PRP ṭuhdu[abundance]N u[and]CNJ mīšaru[justice]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 38,reʾû[pasture]V baʾūlātu[people]N Enlil[1]DN
rinap/rinap5/Q003702,Ashurbanipal 003,i 39,ištu[from]PRP tiāmtu[sea]N elû[upper]AJ adi[until]PRP tiāmtu[sea]N šaplû[lower]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,i 40,šarru[king]N ṣītu[exit]N šamšu[sun]N u[and]CNJ erbu[(sun)set]N šamšu[sun]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 41,našû[lift]V biltu[load]N kabtu[heavy]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,i 42,nišu[people]N qablu[hips]N tiāmtu[sea]N wāšibu[sitting]AJ šadû[mountain]N šaqû[high]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,i 43,kanāšu[bow-down]V ana[to]PRP nīru[yoke]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 44,ina[in]PRP qibītu[speech]N Aššur[1]DN u[and]CNJ Ištar[1]DN šarru[king]N wāšibu[sitting]AJ parakku[dais]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 45,našāqu[kiss]V šēpu[foot]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 46,malku[prince]N rabû[great]AJ ša[of]DET ṣītān[at-sunrise]AV u[and]CNJ šīlān[in-the-sunset]AV
rinap/rinap5/Q003702,Ashurbanipal 003,i 47,ana[to]PRP kitru[help]N puqqu[heed]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 48,ina[in]PRP mahrû[first]AJ gerru[way]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 49,ana[to]PRP Makan[Egypt]GN u[and]CNJ Meluhha[1]GN lū[may]MOD alāku[go]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 50,Tarqu[Taharqa;-pharaoh-of-Egypt]RN šarru[king]N Muṣur[Egypt]GN u[and]CNJ Kusu[Kush]GN
rinap/rinap5/Q003702,Ashurbanipal 003,i 51,ša[that]REL Aššur-ahu-iddina[Esarhaddon;-king-of-Assyria]RN šarru[king]N mātu[land]N Aššur[Assyria]GN abu[father]N bānû[creator]N dabdû[defeat]N šakānu[put]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 52,bêlu[rule-(over)]V mātu[land]N danānu[power]N Aššur[1]DN Ištar[1]DN u[and]CNJ ilu[god]N rabû[great]AJ bēlu[lord]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 53,mašû[forget]V takālu[trust]V ana[to]PRP ṭēmu[report]N ramānu[self]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 54,eli[on]PRP šarru[king]N qīpu[believable-one]N ša[that]REL qerbu[centre]N Muṣur[Egypt]GN
rinap/rinap5/Q003702,Ashurbanipal 003,i 55,paqādu[entrust]V abu[father]N bānû[creator]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 56,ana[to]PRP dâku[kill]V habātu[rob]V u[and]CNJ ekēmu[take-away]V Muṣur[Egypt]GN
rinap/rinap5/Q003702,Ashurbanipal 003,i 57,alāku[go]V ṣēru[back]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 58,erēbu[enter]V wašābu[sit-(down)]V qerbu[centre]N Mempi[Memphis]SN
rinap/rinap5/Q003702,Ashurbanipal 003,i 59,ālu[city]N ša[that]REL abu[father]N bānû[creator]N kašādu[reach]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 60,ana[to]PRP miṣru[border]N mātu[land]N târu[turn]V allāku[traveller]N hamṭu[quick]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,i 61,ina[in]PRP qerbu[centre]N Ninua[Nineveh]SN alāku[go]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 62,šanû[do-twice]V yâti[me]IP
rinap/rinap5/Q003702,Ashurbanipal 003,i 63,eli[on]PRP epištu[deed]N annû[this]DP
rinap/rinap5/Q003702,Ashurbanipal 003,i 64,libbu[interior]N agāgu[be(come)-furious]V ṣarāhu[heat-up]V kabattu[liver]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 65,dekû[raise]V emūqu[strength]N ṣīru[exalted]AJ ša[that]REL Aššur[1]DN u[and]CNJ Ištar[1]DN
rinap/rinap5/Q003702,Ashurbanipal 003,i 66,malû[be(come)-full]V qātu[hand]N ana[to]PRP nērārūtu[aid]N hamâtu[help]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 67,ša[of]DET šarru[king]N qīpu[believable-one]N ša[that]REL qerbu[centre]N Muṣur[Egypt]GN
rinap/rinap5/Q003702,Ashurbanipal 003,i 68,wardu[slave]N dāgilu[one-who-sees]N pānu[front]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 69,urruhiš[speedily]AV redû[accompany]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 70,alāku[go]V adi[until]PRP Kar-banitu[1]SN
rinap/rinap5/Q003702,Ashurbanipal 003,i 71,Tarqu[Taharqa;-pharaoh-of-Egypt]RN šarru[king]N Muṣur[Egypt]GN Kusu[Kush]GN
rinap/rinap5/Q003702,Ashurbanipal 003,i 72,qerbu[centre]N Mempi[Memphis]SN alāku[go]V gerru[way]N šemû[hear]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 73,ana[to]PRP epēšu[do]V qablu[battle]N kakku[stick]N tāhāzu[battle]N ana[to]PRP mahru[front]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 74,dekû[raise]V ṣābu[people]N tāhāzu[battle]N ina[in]PRP tukultu[trust]N Aššur[1]DN Bel[1]DN Nabu[1]DN ilu[god]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 75,rabû[great]AJ bēlu[lord]N āliku[goer]N idu[arm]N ina[in]PRP tāhāzu[battle]N ṣēru[back]N rapšu[wide]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,i 76,šakānu[put]V dabdû[defeat]N ummānu[military-force]N Tarqu[Taharqa;-pharaoh-of-Egypt]RN ina[in]PRP qerbu[centre]N Mempi[Memphis]SN
rinap/rinap5/Q003702,Ashurbanipal 003,i 77,šemû[hear]V tahtû[defeat]N ummānu[military-force]N namrīru[awe-inspiring-radiance]N Aššur[1]DN u[and]CNJ Ištar[1]DN
rinap/rinap5/Q003702,Ashurbanipal 003,i 78,sahāpu[envelop]V alāku[go]V mahhūtiš[like-a-female-ecstatic]AV melemmu[fearsome-radiance]N šarrūtu[kingship]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 79,katāmu[cover]V ša[that]REL zaʾānu[be(come)-adorned]V ilu[god]N šūt[who(m)]DET šamû[heaven]N erṣetu[earth]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 80,Mempi[Memphis]SN wašāru[sink-down]V ana[to]PRP ezēbu[leave]V napištu[throat]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 81,abātu[run-away]V ana[to]PRP qerbu[centre]N Niʾ[Thebes]SN ālu[city]N šuāti[him]IP ṣabātu[seize]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 82,ummānu[military-force]N erēbu[enter]V wašābu[sit-(down)]V ina[in]PRP libbu[interior]N šarru[king]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 83,pīhātu[post]N ša[that]REL qerbu[centre]N Muṣur[Egypt]GN paqādu[entrust]V abu[father]N bānû[creator]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 84,ša[that]REL lapāni[in-front-of]PRP tibûtu[levy]N Tarqu[Taharqa;-pharaoh-of-Egypt]RN piqittu[provisioning]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 85,wašāru[sink-down]V malû[be(come)-full]V ṣēru[back]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 86,târu[turn]V ašru[place]N piqittu[provisioning]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 87,ina[in]PRP maškanu[place-of-putting]N izuzzu[stand]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 88,Muṣur[Egypt]GN Kusu[Kush]GN ša[that]REL abu[father]N bānû[creator]N kašādu[reach]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 89,ana[to]PRP eššūtu[newness]N ṣabātu[seize]V maṣṣaru[guard]N eli[on]PRP ūmu[day]N pānu[front]N danānu[be(come)-strong]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 90,rakāsu[tie]V riksu[band]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 91,Saya[Sais]SN Bindidi[Mendes]SN Ṣaʾnu[Tanis]SN ša[that]REL nabalkutu[cross-over]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 92,itti[with]PRP Tarqu[Taharqa;-pharaoh-of-Egypt]RN šakānu[put]V pû[mouth]N
rinap/rinap5/Q003702,Ashurbanipal 003,i 93,ālu[city]N šâtunu[those]IP kašādu[reach]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 94,nišu[people]N wāšibu[sitting]AJ libbu[interior]N nêru[strike]V
rinap/rinap5/Q003702,Ashurbanipal 003,i 95,ina[in]PRP kakku[stick]N pagru[body]N ina[in]PRP gašīšu[stake]N alālu[hang-up]V mašku[skin]N šahāṭu[tear-away]V dūru[(city)-wall]N ālu[city]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 1,halāpu[slip-into]V Šarru-lu-dari[ruler-of-Pelusium]PN ša[that]REL abu[father]N ina[in]PRP Muṣur[Egypt]GN šakānu[put]V
rinap/rinap5/Q003702,Ashurbanipal 003,ii 2,ana[to]PRP šarrūtu[kingship]N ša[that]REL lemuttu[evil]N kapādu[plan]V ana[to]PRP māru[son]N mātu[land]N Aššur[Assyria]GN
rinap/rinap5/Q003702,Ashurbanipal 003,ii 3,ina[in]PRP qātu[hand]N ṣabātu[seize]V warû[lead]V ana[to]PRP mātu[land]N Aššur[Assyria]GN
rinap/rinap5/Q003702,Ashurbanipal 003,ii 4,Tarqu[Taharqa;-pharaoh-of-Egypt]RN ašru[place]N abātu[run-away]V rašubbatu[awesomeness]N kakku[stick]N Aššur[1]DN bēlu[lord]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 5,sahāpu[envelop]V alāku[go]V nammušīšu[mobile-one]N warkānu[later]AV URdammaniʾ[Tanutamon;-pharaoh-of-Egypt]RN
rinap/rinap5/Q003702,Ashurbanipal 003,ii 6,māru[son]N ahātu[sister]N wašābu[sit-(down)]V ina[in]PRP kussû[chair]N šarrūtu[kingship]N Niʾ[Thebes]SN Unu[Heliopolis]SN
rinap/rinap5/Q003702,Ashurbanipal 003,ii 7,ana[to]PRP dannūtu[strength]N šakānu[put]V pahāru[gather]V illatu[band]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 8,ana[to]PRP mahāṣu[beat]V ummānu[military-force]N māru[son]N mātu[land]N Aššur[Assyria]GN ša[that]REL qerbu[centre]N Mempi[Memphis]SN
rinap/rinap5/Q003702,Ashurbanipal 003,ii 9,dekû[raise]V qablu[battle]N nišu[people]N šâtunu[those]IP esēru[enclose]V
rinap/rinap5/Q003702,Ashurbanipal 003,ii 10,ṣabātu[seize]V mūṣû[exit]N māru[son]N šipru[sending]N hamṭu[quick]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,ii 11,ana[to]PRP Ninua[Nineveh]SN alāku[go]V qabû[say]V yâti[me]IP
rinap/rinap5/Q003702,Ashurbanipal 003,ii 12,šanû[do-twice]V ana[to]PRP Muṣur[Egypt]GN u[and]CNJ Kusu[Kush]GN ešēru[go-well]V harrānu[way]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 13,URdammaniʾ[Tanutamon;-pharaoh-of-Egypt]RN alāku[go]V gerru[way]N šemû[hear]V
rinap/rinap5/Q003702,Ashurbanipal 003,ii 14,ša[of]DET kabāsu[tread]V miṣru[border]N Muṣur[Egypt]GN
rinap/rinap5/Q003702,Ashurbanipal 003,ii 15,Mempi[Memphis]SN wašāru[sink-down]V ana[to]PRP ezēbu[leave]V napištu[throat]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 16,abātu[run-away]V ana[to]PRP qerbu[centre]N Niʾ[Thebes]SN
rinap/rinap5/Q003702,Ashurbanipal 003,ii 17,šarru[king]N pīhātu[post]N qīpu[believable-one]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 18,ša[that]REL qerbu[centre]N Muṣur[Egypt]GN šakānu[put]V
rinap/rinap5/Q003702,Ashurbanipal 003,ii 19,ina[in]PRP irtu[breast]N alāku[go]V našāqu[kiss]V šēpu[foot]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 20,warki[after]PRP URdammaniʾ[Tanutamon;-pharaoh-of-Egypt]RN harrānu[way]N ṣabātu[seize]V
rinap/rinap5/Q003702,Ashurbanipal 003,ii 21,alāku[go]V adi[until]PRP Niʾ[Thebes]SN ālu[city]N dannūtu[strength]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 22,tību[attack]N tāhāzu[battle]N amāru[see]V Niʾ[Thebes]SN wašāru[sink-down]V
rinap/rinap5/Q003702,Ashurbanipal 003,ii 23,abātu[run-away]V ana[to]PRP Kipkipi[1]SN
rinap/rinap5/Q003702,Ashurbanipal 003,ii 24,ālu[city]N šuāti[him]IP ana[to]PRP sihirtu[circumference]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 25,ina[in]PRP tukultu[trust]N Aššur[1]DN u[and]CNJ Ištar[1]DN kašādu[reach]V qātu[hand]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 26,kaspu[silver]N hurāṣu[gold]N nisiqtu[selection]N abnu[stone]N
rinap/rinap5/Q003702,Ashurbanipal 003,ii 27,būšu[goods]N ēkallu[palace]N mala[as-much-as]PRP bašû[existing]AJ
rinap/rinap5/Q003702,Ashurbanipal 003,ii 28,lubuštu[clothing]N birmu[multicoloured-cloth]N kitû[flax]N sisû[horse]N rabû[great]AJ
