id_text,text_name,l_no,text
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 1',ina[in]PRP muhhu[skull]N šarru[king]N pūhu[exchange]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 2',mā[saying]PRP ūmu[day]N ašābu[sit-(down)]V ūma[today]AV annûri[now]AV
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 3',ūmu[day]N malû[be(come)-full]V šarrūtu[kingship]N gamru[complete]AJ
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 4',kī[like]PRP ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V pānu[front]N
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 5',dagālu[see]V šarru[king]N bēlu[lord]N lū[may]MOD wadû[know]V
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 6',mehṣu[blow]N šū[he]IP
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 7',ša[of]DET šumēlu[left-side]N
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 8',ša[that]REL ammaka[there]AV lū[may]MOD ṭābu[good]AJ
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 9',passu[erased]AJ kīma[like]PRP
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 10',ūmu[day]N ašru[taken-care-of]AJ šarru[king]N bēlu[lord]N lū[may]MOD wadû[know]V
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 11',Ṣalbatanu[Mars]CN ša[that]REL ina[in]PRP pānītu[earlier-time]N ana[to]PRP
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 12',Pabilsag[Sagittarius]CN ṭehû[be(come)-near-to]V ana[to]PRP erēbu[enter]V
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],o 13',ūma[today]AV
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 1,šarru[king]N bēlu[lord]N
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 2,halāqu[be(come)-lost]V
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 3,Barsip[Borsippa]GN
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 4,Ahhešaya[1]PN šangû[priest]N ša[of]DET Nabu[1]DN
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 5,ammar[as-much-as]REL ša[that]REL
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 6,našû[lift]V ana[to]PRP Barsip[Borsippa]GN
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 7,erēbu[enter]V Se-ili[1]PN Gambulaya[1]EN
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 8,Nabu-zeru-ibni[1]PN Bit-Ibaya[1]EN
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 9,Dur-Šarrukkaya[1]EN gimru[totality]N ṣābu[people]N annû[this]DP
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 10,Ahhešaya[1]PN šangû[priest]N
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 11,zaqīpu[stake]N šakānu[put]V
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 12,ṣalmu[effigy]N ša[of]DET Šarru-ken[Sargon-II]PN šarru[king]N Mat-Aššur[Assyria]GN
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 13,ammar[as-much-as]REL ša[that]REL ina[in]PRP libbu[interior]N ēkurru[temple]N
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 14,sūqu[street]N šaknu[placed]AJ
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 15,ina[in]PRP labiānu[neck(tendons)]N ša[of]DET Tašmetu[1]DN
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 16,ina[in]PRP labiānu[neck(tendons)]N
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],r 17,epēšu[do]V
saao/saa10/P334675,SAA 10 350. Terminating the Reign of the Substitute King (ABL 1014) [miscellaneous],e. 1,alpu[ox]N immeru[sheep]N iṣṣūru[bird]N rabû[big]AJ
