id_text,text_name,l_no,text
dcclt/Q000047,OB Nippur Lu,1,sux:lu[person]N
dcclt/Q000047,OB Nippur Lu,2,sux:lugal[king]N
dcclt/Q000047,OB Nippur Lu,3,sux:namdumu[status]N
dcclt/Q000047,OB Nippur Lu,4,sux:sukkal[secretary]N
dcclt/Q000047,OB Nippur Lu,5,sux:sukkalmah[official]N
dcclt/Q000047,OB Nippur Lu,6,sux:sukkal[secretary]N sux:šag[heart]N sux:e[house]N
dcclt/Q000047,OB Nippur Lu,6b,sux:sukkal[secretary]N sux:namdumu[status]N
dcclt/Q000047,OB Nippur Lu,7,sux:sukkal[secretary]N sux:idu[doorkeeper]N
dcclt/Q000047,OB Nippur Lu,8,sux:sukkal[secretary]N sux:kaš[runner]N
dcclt/Q000047,OB Nippur Lu,9,sux:sukkal[secretary]N sux:kaš[runner]N
dcclt/Q000047,OB Nippur Lu,10,sux:sukkal[secretary]N sux:MAR.TU[westerner]N
dcclt/Q000047,OB Nippur Lu,11,sux:sukkal[secretary]N sux:ensik[ruler]N
dcclt/Q000047,OB Nippur Lu,12,sux:sukkal[secretary]N sux:saŋŋa[official]N
dcclt/Q000047,OB Nippur Lu,13,sux:zabardab[official]N
dcclt/Q000047,OB Nippur Lu,14,sux:unkin[assembly]N
dcclt/Q000047,OB Nippur Lu,15,sux:unkin[assembly]N
dcclt/Q000047,OB Nippur Lu,16,sux:kiʾadmahgigi[high-official]N
dcclt/Q000047,OB Nippur Lu,17,sux:guzala[official]N
dcclt/Q000047,OB Nippur Lu,18,sux:rabizigatum[official]N
dcclt/Q000047,OB Nippur Lu,19,sux:rabizigatum[official]N sux:a[arm]N
dcclt/Q000047,OB Nippur Lu,20,sux:rabizigatum[official]N sux:a[arm]N sux:gab[left]N
dcclt/Q000047,OB Nippur Lu,21,sux:rabianum[commander]N
dcclt/Q000047,OB Nippur Lu,22,sux:rabianum[commander]N sux:MAR.TU[westerner]N
dcclt/Q000047,OB Nippur Lu,23,sux:ragaba[rider]N
dcclt/Q000047,OB Nippur Lu,24,sux:ragaba[rider]N sux:ki[place]N
dcclt/Q000047,OB Nippur Lu,25,sux:bisaŋdubak[archivist]N
