id_text,text_name,l_no,text
rinap/rinap3/Q003520,Sennacherib 046,1,ēkallu[palace]N Sin-ahhe-eriba[Sennacherib;-king-of-Assyria]RN šarru[king]N rabû[great]AJ šarru[king]N dannu[strong]AJ šarru[king]N kiššatu[totality]N šarru[king]N mātu[land]N Aššur[Assyria]GN šarru[king]N kibru[bank]N erbe[four]NU migru[consent]N ilu[god]N rabû[great]AJ eršu[wise]AJ itpēšu[expert]AJ zikaru[male]AJ qardu[valiant]AJ ašarēdu[first-and-foremost-one]N kalû[totality]N malku[prince]N
rinap/rinap3/Q003520,Sennacherib 046,2,rappu[(neck)-stock]N lāʾiṭu[one-who-wraps-itself-around]N lā[not]MOD māgiru[submissive-one]N mušabriqu[one-who-strikes]N zāwiānu[enemy]N Aššur[1]DN šadû[mountain]N rabû[great]AJ šarrūtu[kingship]N lā[not]MOD šanānu[equal]V šutlumu[grant]V eli[on]PRP gimru[totality]N wāšibu[sitting]AJ parakku[dais]N rabû[be(come)-big]V kakku[stick]N
rinap/rinap3/Q003520,Sennacherib 046,3,ištu[from]PRP tiāmtu[sea]N elēnû[upper]AJ ša[of]DET šulmu[completeness]N šamšu[sun]N adi[until]PRP tiāmtu[sea]N šaplû[lower]AJ ša[of]DET ṣītu[exit]N šamšu[sun]N gimru[totality]N malku[prince]N ša[of]DET kibru[bank]N kanāšu[bow-down]V šēpu[foot]N ina[in]PRP mahrû[first]AJ
rinap/rinap3/Q003520,Sennacherib 046,4,gerru[way]N ša[of]DET Marduk-apla-iddina[Merodach-baladan-II;-king-of-Babylon]RN šarru[king]N Karduniaš[Babylonia]GN adi[until]PRP ummānu[military-force]N Elamtu[Elam]GN rēṣu[helper]N ina[in]PRP tawwertu[(a-type-of-agricultural-land)]N Kiš[Kish]SN šakānu[put]V dabdû[defeat]N šū[he]IP ana[to]PRP ezēbu[leave]V napištu[throat]N ēdiš[alone]AV
rinap/rinap3/Q003520,Sennacherib 046,5,naparšudu[flee]V narkabtu[chariot]N ṣumbu[wheel]N sisû[horse]N parû[mule]N ša[that]REL wašāru[sink-down]V kašādu[reach]V qātu[hand]N ana[to]PRP ēkallu[palace]N ša[that]REL qerbu[centre]N Babili[Babylon]SN erēbu[enter]V petû[open]V
rinap/rinap3/Q003520,Sennacherib 046,6,bītu[house]N niṣirtu[treasure]N hurāṣu[gold]N kaspu[silver]N unūtu[merchandise]N hurāṣu[gold]N kaspu[silver]N abnu[stone]N waqru[rare]AJ būšu[goods]N makkūru[property]N ēkallu[palace]N šalālu[carry-off]V ālu[city]N dannu[strong]AJ bītu[house]N dūru[(city)-wall]N ša[of]DET Kaldu[Chaldea]GN adi[until]PRP ālu[city]N ṣehru[small]AJ ša[that]REL liwītu[packaging]N
rinap/rinap3/Q003520,Sennacherib 046,7,kašādu[reach]V šalālu[carry-off]V šallatu[plundered-thing(s)]N ina[in]PRP tayyartu[return]N Aramu[Aramean]EN ša[that]REL šiddu[side]N Idiqlat[Tigris]WN Purattu[Euphrates]WN kašādu[reach]V šalālu[carry-off]V šallatu[plundered-thing(s)]N ina[in]PRP mētequ[route]N gerru[way]N
rinap/rinap3/Q003520,Sennacherib 046,8,ša[of]DET qīpu[believable-one]N Hararate[1]SN maddattu[payment]N kabtu[heavy]AJ mahāru[face]V bahūlātu[men]N Hirimmu[1]SN nakru[enemy]N akṣu[brazen]AJ ina[in]PRP kakku[stick]N maqātu[fall]V wēdu[single]N ul[not]MOD ezēbu[leave]V ālu[city]N šuāti[him]IP ana[to]PRP eššūtu[newness]N
rinap/rinap3/Q003520,Sennacherib 046,9,ṣabātu[seize]V ištēn[one]NU alpu[ox]N immeru[sheep]N imēru[unit]N karānu[vine]N imēru[unit]N suluppu[date]N rēštu[beginning]N ana[to]PRP ilu[god]N mātu[land]N Aššur[Assyria]GN kânu[be(come)-permanent]V ina[in]PRP šanû[second]AJ gerru[way]N ana[to]PRP mātu[land]N Kaššu[Kassite]EN u[and]CNJ mātu[land]N Yasubigallayu[Yasubigallian]EN lū[may]MOD alāku[go]V qerbu[centre]N huršānu[mountain(s)]N
rinap/rinap3/Q003520,Sennacherib 046,10,eqlu[field]N namrāṣu[hardship]N ina[in]PRP sisû[horse]N rakābu[ride]V ašru[place]N šupšuqu[very-laborious]AJ ina[in]PRP šēpu[foot]N rīmāniš[like-a-wild-bull]AV nagāšu[go-to(wards)]V Bit-Kilamzah[1]SN Hardišpi[1]SN Bit-Kubatti[1]SN ālu[city]N bītu[house]N dūru[(city)-wall]N dannu[strong]AJ
rinap/rinap3/Q003520,Sennacherib 046,11,kašādu[reach]V šalālu[carry-off]V šallatu[plundered-thing(s)]N u[and]CNJ ālu[city]N ṣehru[small]AJ ša[that]REL nību[naming]N lā[not]MOD išû[have]V napālu[dig-out]V naqāru[demolish]V bītu[house]N ṣēru[back]N kuštāru[tent]N ina[in]PRP gīru[fire(-god)]N qamû[burn-(up)]V târu[turn]V Bit-Kilamzah[1]SN šuāti[him]IP
rinap/rinap3/Q003520,Sennacherib 046,12,ana[to]PRP birtūtu[function-as-fort]N ṣabātu[seize]V nišu[people]N mātu[land]N kišittu[achievement]N qātu[hand]N ina[in]PRP libbu[interior]N wašābu[sit-(down)]V ina[in]PRP qātu[hand]N bēlu[lord]N pīhātu[post]N Arrapha[1]SN manû[count]V pānu[front]N nīru[yoke]N târu[turn]V ana[to]PRP Ellipi[1]GN
rinap/rinap3/Q003520,Sennacherib 046,13,ṣabātu[seize]V harrānu[way]N ellāmu-[before]PRP Ispabara[king-of-Ellipi]RN šarru[king]N ālu[city]N dannu[strong]AJ wašāru[sink-down]V ana[to]PRP rūqu[distant-one]N abātu[run-away]V Marʾubišti[1]SN Akkuddu[1]SN ālu[city]N bītu[house]N šarrūtu[kingship]N
rinap/rinap3/Q003520,Sennacherib 046,14,adi[until]PRP ālu[city]N ša[that]REL liwītu[packaging]N kašādu[reach]V šalālu[carry-off]V šallatu[plundered-thing(s)]N napālu[dig-out]V naqāru[demolish]V ina[in]PRP gīru[fire(-god)]N qamû[burn-(up)]V Ṣiṣṣirtu[1]SN Kummahlum[1]SN ālu[city]N dannu[strong]AJ adi[until]PRP ālu[city]N ṣehru[small]AJ
rinap/rinap3/Q003520,Sennacherib 046,15,ša[that]REL liwītu[packaging]N kašādu[reach]V Bit-Barru[1]SN nagû[region]N ana[to]PRP gimirtu[totality]N ištu[from]PRP qerbu[centre]N mātu[land]N batāqu[cut-off]V eli[on]PRP miṣru[border]N mātu[land]N Aššur[Assyria]GN redû[accompany]V Elenzaš[1]SN ana[to]PRP dannatu[fortified-(place)]N nagû[region]N
rinap/rinap3/Q003520,Sennacherib 046,16,šuāti[him]IP ṣabātu[seize]V šumu[name]N nakāru[be(come)-different]V Kar-Sin-ahhe-eriba[Kar-Sennacherib]SN nabû[name]V nibītu[naming]N nišu[people]N mātu[land]N kišittu[achievement]N qātu[hand]N ina[in]PRP libbu[interior]N wašābu[sit-(down)]V ina[in]PRP qātu[hand]N bēlu[lord]N pīhātu[post]N Harhar[1]SN
rinap/rinap3/Q003520,Sennacherib 046,17,manû[count]V ina[in]PRP tayyartu[return]N ša[of]DET Madayu[Median]EN rūqu[distant]AJ ša[that]REL šarru[king]N abu[father]N lā[not]MOD šemû[hear]V zikru[utterance]N mātu[land]N maddattu[payment]N mahāru[face]V ana[to]PRP nīru[yoke]N kanāšu[bow-down]V
rinap/rinap3/Q003520,Sennacherib 046,18,ina[in]PRP šalšu[third]AJ gerru[way]N ana[to]PRP Hatti[Syria-Palestine]GN lū[may]MOD alāku[go]V Luli[king-of-Sidon]RN šarru[king]N Ṣidunu[Sidon]SN puluhtu[awesomeness]N melemmu[fearsome-radiance]N sahāpu[envelop]V ištu[from]PRP qerbu[centre]N Ṣurru[Tyre]SN ana[to]PRP Iadnana[Cyprus]GN
rinap/rinap3/Q003520,Sennacherib 046,19,ša[that]REL qablu[hips]N tiāmtu[sea]N abātu[run-away]V šadû[mountain]N emēdu[lean-on]V Tu-Baʾlu[king-of-Tyre]RN ina[in]PRP kussû[chair]N šarrūtu[kingship]N wašābu[sit-(down)]V maddattu[payment]N bēlūtu[rule]N kânu[be(come)-permanent]V ṣēru[back]N šarru[king]N mātu[land]N Amurru[1]GN biltu[load]N kabtu[heavy]AJ
rinap/rinap3/Q003520,Sennacherib 046,20,ina[in]PRP tawwertu[(a-type-of-agricultural-land)]N Ušu[1]SN adi[until]PRP mahru[front]N wabālu[carry]V u[and]CNJ Ṣidqa[king-of-Ashkelon]RN šarru[king]N Isqaluna[Ashkelon]SN ša[that]REL lā[not]MOD kanāšu[bow-down]V ana[to]PRP nīru[yoke]N ilu[god]N bītu[house]N abu[father]N šâšu[him]IP adi[until]PRP kimtu[family]N
