id_text,text_name,l_no,text
dcclt/Q002268,OB Nippur Ugumu,1,sux:ugu[skull]N
dcclt/Q002268,OB Nippur Ugumu,2,sux:ugu[skull]N
dcclt/Q002268,OB Nippur Ugumu,3,sux:ugudili[scalp]N
dcclt/Q002268,OB Nippur Ugumu,4,sux:saŋdu[head]N
dcclt/Q002268,OB Nippur Ugumu,5,sux:saŋki[forehead]N
dcclt/Q002268,OB Nippur Ugumu,6,sux:saŋki[forehead]N
dcclt/Q002268,OB Nippur Ugumu,7,sux:saŋki[forehead]N
dcclt/Q002268,OB Nippur Ugumu,8,sux:saŋ[head]N
dcclt/Q002268,OB Nippur Ugumu,9,sux:saŋ[head]N
dcclt/Q002268,OB Nippur Ugumu,10,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,11,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,12,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,13,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,14,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,15,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,16,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,17,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,18,sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,19,sux:dula[depth]N sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,20,sux:siki[hair]N sux:ur[root]N
dcclt/Q002268,OB Nippur Ugumu,21,sux:siki[hair]N sux:pa[branch]N
dcclt/Q002268,OB Nippur Ugumu,23,sux:umbin[nail]N
dcclt/Q002268,OB Nippur Ugumu,24,sux:kun[tail]N sux:siki[hair]N
dcclt/Q002268,OB Nippur Ugumu,25,sux:munsub[hair]N
dcclt/Q002268,OB Nippur Ugumu,26,sux:siki[hair]N sux:hamanzer[hair]N
dcclt/Q002268,OB Nippur Ugumu,27,sux:saŋ[head]N
dcclt/Q002268,OB Nippur Ugumu,28,sux:aka[fleece]N
dcclt/Q002268,OB Nippur Ugumu,29,sux:dilib[hair]N
dcclt/Q002268,OB Nippur Ugumu,30,sux:suhur[tuft]N
dcclt/Q002268,OB Nippur Ugumu,32,sux:suhurla[hairstyle]N
dcclt/Q002268,OB Nippur Ugumu,33,sux:kezer[hairstyle]N
dcclt/Q002268,OB Nippur Ugumu,34,sux:si[horn]N
dcclt/Q002268,OB Nippur Ugumu,35,sux:si[horn]N
dcclt/Q002268,OB Nippur Ugumu,36,sux:si[horn]N
dcclt/Q002268,OB Nippur Ugumu,37,sux:ugudu[tuft]N
dcclt/Q002268,OB Nippur Ugumu,38,sux:gar[hairstyle]N
dcclt/Q002268,OB Nippur Ugumu,39,sux:suh[crown]N
dcclt/Q002268,OB Nippur Ugumu,40,sux:suh[crown]N
dcclt/Q002268,OB Nippur Ugumu,41,sux:suh[crown]N
dcclt/Q002268,OB Nippur Ugumu,42,sux:suh[crown]N
dcclt/Q002268,OB Nippur Ugumu,43,sux:suh[crown]N
dcclt/Q002268,OB Nippur Ugumu,44,sux:suh[crown]N
dcclt/Q002268,OB Nippur Ugumu,46,sux:saŋ[head]N
dcclt/Q002268,OB Nippur Ugumu,47,sux:ugu[skull]N
dcclt/Q002268,OB Nippur Ugumu,48,sux:saŋdu[head]N
dcclt/Q002268,OB Nippur Ugumu,49,sux:laga[slag]N sux:saŋdu[head]N
dcclt/Q002268,OB Nippur Ugumu,50,sux:saŋšu[turban]N sux:saŋdu[head]N
dcclt/Q002268,OB Nippur Ugumu,51,sux:kinamesira[forehead]N
dcclt/Q002268,OB Nippur Ugumu,52,sux:agaduna[beardedness]N
dcclt/Q002268,OB Nippur Ugumu,53,sux:kiši[half]N
dcclt/Q002268,OB Nippur Ugumu,54,sux:kiši[half]N
dcclt/Q002268,OB Nippur Ugumu,55,sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,56,sux:sigigi[eyebrow]N
dcclt/Q002268,OB Nippur Ugumu,57,sux:siki[hair]N sux:sigigi[eyebrow]N
dcclt/Q002268,OB Nippur Ugumu,58,sux:mad[pupil?]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,59,sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,60,sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,61,sux:šag[heart]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,62,sux:na[stone]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,63,sux:lammar[deity]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,64,sux:murub[middle]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,65,sux:pa[branch]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,66,sux:gakkul[eyeball]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,67,sux:dima[object]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,68,sux:er[tears]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,69,sux:zarbad[redness]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,70,sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,71,sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,72,sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,73,sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,74,sux:bad[wall]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,75,sux:ŋešnu[light]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,76,sux:ŋissu[shade]N sux:igi[eye]N
dcclt/Q002268,OB Nippur Ugumu,77,sux:igi[eye]N
