id_text,text_name,l_no,text
riao/Q005806,Shalmaneser I 18,1,Salmanu-ašared_I[Shalmaneser-I;-son-of-Adad-narari-I;-king-of-Assyria]RN
riao/Q005806,Shalmaneser I 18,2,šaknu[appointee]N Enlil[1]DN iššiakku[city-ruler]N Aššur[1]DN šarru[king]N dannu[strong]AJ
riao/Q005806,Shalmaneser I 18,3,šarru[king]N kiššatu[totality]N nišu[people]N utullu[herdsman]N abru[strong-one]N pāqidu[carer]N
riao/Q005806,Shalmaneser I 18,4,Ekur[1]TN baʾʾītu[thing-sought]N ilu[god]N šadû[mountain]N Nunnamnir[1]DN kāšidu[conqueror]N muštarhu[presumptuous-one]N
riao/Q005806,Shalmaneser I 18,5,mušaknišu[one-that-makes-someone-bow-down]N nagbu[underground-water]N huršānu[mountain(s)]N ša[that]REL ana[to]PRP šiddu[side]N nasku[thrown-down]AJ ummānu[military-force]N Qutu[Gutians]EN
riao/Q005806,Shalmaneser I 18,6,nâlu[lie-down-(to-sleep)]V kī[like]PRP šūbu[rush]N kāšidu[conqueror]N Lullumu[1]EN u[and]CNJ Šubaru[1]EN dāʾišu[thresher]N mātu[land]N ayyābu[enemy]N
riao/Q005806,Shalmaneser I 18,7,eliš[above]AV u[and]CNJ šapliš[below]AV māru[son]N Adad-narari_I[king-of-Assyria]RN šaknu[appointee]N Enlil[1]DN iššiakku[city-ruler]N Aššur[1]DN māru[son]N Arik-din-ili[king-of-Assyria]RN šaknu[appointee]N Enlil[1]DN iššiakku[city-ruler]N Aššur[1]DN inūma[when]SBJ
riao/Q005806,Shalmaneser I 18,8,bītu[house]N Ištar[1]DN bēltu[lady]N Ninua[Nineveh]SN bēltu[lady]N dūru[(city)-wall]N u[and]CNJ ziqqurratu[ziggurrat]N ina[in]PRP rību[earthquake]N anāhu[be(come)-tired]V abātu[destroy]V ziqqurratu[ziggurrat]N
riao/Q005806,Shalmaneser I 18,9,šâti[him]IP ištu[from]PRP uššu[foundation]N adi[until]PRP gabadibbu[parapet]N epēšu[do]V Ištar[1]DN bēltu[lady]N enšūtu[weakness]N nakāru[be(come)-different]V maqtu[fallen-one]N
riao/Q005806,Shalmaneser I 18,10,ištu[from]PRP uššu[foundation]N adi[until]PRP gabadibbu[parapet]N epēšu[do]V bābu[gate]N epēšu[do]V narû[stele]N u[and]CNJ temmēnu[foundation]N šakānu[put]V
riao/Q005806,Shalmaneser I 18,11,Ištar[1]DN ikribu[prayer]N šemû[hear]V munakkiru[one-who-alters-something]N šiṭru[(piece-of)-writing]N u[and]CNJ šumu[name]N
